player_name,info,overall_rating,potential_rating,age,wages,primary_foot,work_rate,strong_foot,weak_foot,release_clause,ref_url,hieght,weight,club,country
 Miguel Berry , ST |    2020 - 2021  , 61 , 69 , 22 ,  €750K €1.4K , R , M / M , 2   , 4   , €0 ,/player/256018/miguel-berry," 190cm | 6'2"" ", High & Average (81kg | 179lbs) ,Columbus Crew,Spain
 Pablo Pérez ," LB, LM |    2019 - 2024  ", 61 , 74 , 18 ,  €725K €1.1K , L , H / M , 3   , 3   , €2.3M ,/player/256058/pablo-perez," 170cm | 5'6"" ", Short & Lean- (65kg | 143lbs) ,Sevilla FC,Spain
 Javi López , LB |    2019 - 2023  , 61 , 75 , 18 ,  €725K €1K , L , M / M , 3   , 3   , €2.2M ,/player/256097/javi-lopez," 183cm | 6'0"" ", Lean (75kg | 165lbs) ,Deportivo Alavés,Spain
 Anthony Correia , CB |    2019 - 2024  , 61 , 72 , 20 ,  €675K €1.6K , R , M / H , 2   , 3   , €1.7M ,/player/256138/anthony-correia," 185cm | 6'0"" ", High & Average (78kg | 172lbs) ,Braga,France
 Furkan Kircicek ," LM, ST |    2019 - 2021  ", 61 , 66 , 23 ,  €500K €900 , R , M / M , 3   , 3   , €0 ,/player/256226/furkan-kircicek," 179cm | 5'10"" ", Average (75kg | 165lbs) ,Türkgücü München,Germany
 Yannick Langesberg , CB |    2019 - 2021  , 61 , 64 , 26 ,  €375K €500 , R , M / M , 2   , 3   , €0 ,/player/256272/yannick-langesberg," 191cm | 6'3"" ", High & Average (87kg | 192lbs) ,SC Verl,Germany
 Patrick Hasenhüttl , ST |    2020 - 2022  , 61 , 68 , 23 ,  €675K €1.4K , R , M / M , 2   , 3   , €0 ,/player/256283/patrick-hasenhuttl," 190cm | 6'2"" ", High & Stocky (80kg | 176lbs) ,SpVgg Unterhaching,Austria
 Ari Leifsson , CB |    2020 - 2023  , 61 , 71 , 21 ,  €700K €700 , R , M / M , 2   , 4   , €0 ,/player/256367/ari-leifsson," 193cm | 6'3"" ", High & Average (80kg | 176lbs) ,Strømsgodset Toppfotball,Iceland
 Shaquill Sno , RB |    2020 - 2022  , 61 , 66 , 24 ,  €450K €700 , R , M / M , 2   , 3   , €0 ,/player/256399/shaquill-sno," 176cm | 5'9"" ", Average (70kg | 154lbs) ,Aalesunds FK,Holland
 Mohamed-Ali Cho , ST |    2020 - 2023  , 61 , 78 , 16 ,  €825K €850 , L , H / M , 2   , 3   , €0 ,/player/256476/mohamed-ali-cho," 182cm | 5'11"" ", Average (73kg | 161lbs) ,Angers SCO,France
 Enzo Roldán ," RW, RM |    2020 - 2023  ", 61 , 70 , 19 ,  €700K €1.6K , R , H / M , 2   , 3   , €0 ,/player/256501/enzo-roldan," 176cm | 5'9"" ", Average (70kg | 154lbs) ,Unión de Santa Fe,Argentina
 Christian Viet ," RB, RM, CM |    2020 - 2023  ", 61 , 68 , 21 ,  €625K €2.1K , R , H / M , 2   , 3   , €0 ,/player/256634/christian-viet," 183cm | 6'0"" ", Average (78kg | 172lbs) ,FC St. Pauli,Germany
 Fabio Carvalho , CAM |    2018 - 2022  , 61 , 83 , 17 ,  €1000K €1.8K , R , M / M , 3   , 4   , €0 ,/player/256725/fabio-carvalho," 178cm | 5'10"" ", Lean (63kg | 139lbs) ,Fulham,England
 Joel Dixon , GK |    2015 - 2021  , 61 , 64 , 26 ,  €325K €1.4K , R , M / M , 1   , 3   , €0 ,/player/256792/joel-dixon," 193cm | 6'3"" ", High & Average (72kg | 159lbs) ,Barrow,England
 Aaron Kamardin , CB |    2020 - 2023  , 61 , 74 , 18 ,  €725K €1.5K , R , L / M , 2   , 3   , €0 ,/player/256801/aaron-kamardin," 183cm | 6'0"" ", Lean (72kg | 159lbs) ,Olympique de Marseille,France
 Ishaq Abdulrazak ," RW, RWB |    2020 - 2023  ", 61 , 74 , 18 ,  €750K €600 , R , M / M , 3   , 3   , €1.6M ,/player/256819/ishaq-abdulrazak," 176cm | 5'9"" ", Average (70kg | 154lbs) ,IFK Norrköping,Nigeria
 Dennis Cirkin , LB |    2020 - 2023  , 61 , 81 , 18 ,  €875K €3.1K , L , H / M , 2   , 3   , €0 ,/player/256831/dennis-cirkin," 182cm | 5'11"" ", Lean (72kg | 159lbs) ,Tottenham Hotspur,England
 Malik Tillman , ST |    2020 - 2023  , 61 , 81 , 18 ,  €900K €700 , R , M / M , 2   , 3   , €0 ,/player/256853/malik-tillman," 181cm | 5'11"" ", Average (75kg | 165lbs) ,Bayern München II,Germany
 Richecard Richard , RB |    2020 - 2023  , 61 , 78 , 18 ,  €800K €1.5K , R , M / M , 2   , 3   , €0 ,/player/256880/richecard-richard," 171cm | 5'7"" ", Average (65kg | 143lbs) ,Olympique de Marseille,France
 Taylor Booth ," CM, RW |    2020 - 2022  ", 61 , 74 , 19 ,  €775K €1.2K , R , M / M , 2   , 3   , €0 ,/player/256887/taylor-booth," 174cm | 5'8"" ", Average (66kg | 146lbs) ,St. Pölten,United States
 Christopher Scott ," CAM, ST, RM |    2020 - 2022  ", 61 , 81 , 18 ,  €900K €550 , R , M / M , 2   , 3   , €0 ,/player/256944/christopher-scott," 174cm | 5'8"" ", Average (71kg | 157lbs) ,Bayern München II,Germany
 Daniel Pike ," RB, LB |    2020 - 2023  ", 61 , 77 , 18 ,  €800K €1.8K , R , M / H , 2   , 3   , €0 ,/player/256964/daniel-pike," 175cm | 5'8"" ", Lean (75kg | 165lbs) ,Blackburn Rovers,England
 Matteo Di Giusto , CF |    2020 - 2023  , 61 , 70 , 19 ,  €725K €1K , R , H / M , 2   , 3   , €0 ,/player/256980/matteo-di-giusto," 168cm | 5'6"" ", Short & Lean (65kg | 143lbs) ,FC Vaduz,Switzerland
 Nikolaos Baxevanos , CB |    2020 - 2022  , 61 , 71 , 20 ,  €675K €1.1K , L , L / M , 2   , 3   , €0 ,/player/256983/nikolaos-baxevanos," 187cm | 6'1"" ", High & Average (85kg | 187lbs) ,Politehnica Iași,Greece
 Kazuki Fujimoto ," CAM, ST |    2021 - 2022  ", 61 , 67 , 21 ,  €525K €700 , R , H / M , 3   , 3   , €0 ,/player/257013/kazuki-fujimoto," 179cm | 5'10"" ", Lean (71kg | 157lbs) ,Oita Trinita,Japan
 Alan Kerouedan ," RWB, LW, RW |    2020 - 2022  ", 61 , 72 , 20 ,  €675K €700 , R , H / M , 2   , 3   , €0 ,/player/257031/alan-kerouedan," 173cm | 5'8"" ", Lean (66kg | 146lbs) ,Rodez Aveyron Football,France
 Lenn Jastremski , ST |    2020 - 2023  , 61 , 77 , 19 ,  €850K €1.1K , R , M / M , 2   , 4   , €0 ,/player/257060/lenn-jastremski," 190cm | 6'2"" ", High & Average (79kg | 174lbs) ,Bayern München II,Germany
 Siriné Doucouré , ST |    2020 - 2023  , 61 , 75 , 18 ,  €775K €550 , R , M / M , 2   , 3   , €0 ,/player/257078/sirine-doucoure," 193cm | 6'3"" ", High & Average+ (75kg | 165lbs) ,LB Châteauroux,France
 Mabrouk Rouai , CM |    2019 - 2023  , 61 , 73 , 19 ,  €775K €1.2K , R , M / M , 3   , 3   , €2M ,/player/257096/mabrouk-rouai," 184cm | 6'0"" ", Lean (76kg | 168lbs) ,Nacional (Madeira),France
 Nikola Petković ," ST, CAM |    2020 - 2023  ", 61 , 66 , 23 ,  €500K €1K , R , M / M , 2   , 4   , €0 ,/player/257143/nikola-petkovic," 185cm | 6'0"" ", High & Average (77kg | 170lbs) ,FC Chambly Oise,Serbia
 Noah Fatar , RW |    2020 - 2023  , 61 , 79 , 18 ,  €825K €1.7K , L , M / M , 2   , 2   , €0 ,/player/257171/noah-fatar," 167cm | 5'5"" ", Short & Lean- (62kg | 137lbs) ,Angers SCO,France
 Ross Doohan , GK |    2018 - 2022  , 61 , 70 , 22 ,  €650K €900 , R , M / M , 1   , 3   , €0 ,/player/257237/ross-doohan," 186cm | 6'1"" ", High & Average (75kg | 165lbs) ,Dundee United,Scotland
 Barne Pernot , CB |    2020 - 2022  , 61 , 70 , 21 ,  €700K €500 , R , M / H , 2   , 3   , €0 ,/player/257255/barne-pernot," 188cm | 6'2"" ", High & Average (76kg | 168lbs) ,SC Verl,Germany
 Henry Rorig , RB |    2020 - 2023  , 61 , 70 , 20 ,  €675K €800 , R , H / M , 2   , 3   , €0 ,/player/257286/henry-rorig," 182cm | 5'11"" ", Lean (76kg | 168lbs) ,1. FC Magdeburg,Germany
 Bruny Nsimba ," ST, RM, LM |    2020 - 2023  ", 61 , 71 , 20 ,  €725K €2.9K , R , H / M , 4   , 4   , €0 ,/player/257314/bruny-nsimba," 185cm | 6'0"" ", High & Stocky (78kg | 172lbs) ,Antwerp,Belgium
 Lasse Jürgensen ," CB, CDM |    2020 - 2022  ", 61 , 69 , 22 ,  €700K €500 , L , L / H , 2   , 3   , €1.3M ,/player/257316/lasse-jurgensen," 192cm | 6'3"" ", High & Average (82kg | 181lbs) ,SC Verl,Germany
 Sascha Korb , CDM |    2020 - 2022  , 61 , 63 , 27 ,  €350K €500 , R , M / M , 2   , 3   , €610K ,/player/257347/sascha-korb," 174cm | 5'8"" ", Average (72kg | 159lbs) ,SC Verl,Germany
 Francisco Flores , CB |    2020 - 2022  , 61 , 76 , 18 ,  €725K €900 , R , M / M , 2   , 2   , €1.7M ,/player/257380/francisco-flores," 182cm | 5'11"" ", Average (76kg | 168lbs) ,San Lorenzo de Almagro,Argentina
 Milan Robin , CAM |    2020 - 2021  , 61 , 72 , 20 ,  €725K €2.4K , R , M / M , 2   , 3   , €0 ,/player/257397/milan-robin," 180cm | 5'10"" ", Average (70kg | 154lbs) ,FC Metz,France
 Franco Perinciolo , CM |    2020 - 2022  , 61 , 67 , 23 ,  €525K €1.9K , L , M / M , 2   , 3   , €0 ,/player/257430/franco-perinciolo," 184cm | 6'0"" ", Average (75kg | 165lbs) ,Aldosivi,Argentina
 Luís Carlos Machado Mata , LB |    2020 - 2023  , 61 , 64 , 23 ,  €425K €1.2K , L , M / M , 2   , 3   , €0 ,/player/257471/luis-carlos-machado-mata," 181cm | 5'11"" ", Lean (66kg | 146lbs) ,Pogoń Szczecin,Portugal
 Sekou Sidibe ," RM, LM |    2020 - 2022  ", 61 , 71 , 19 ,  €700K €800 , L , H / M , 4   , 4   , €1.3M ,/player/257611/sekou-sidibe," 172cm | 5'7"" ", Lean (70kg | 154lbs) ,FC Emmen,Belgium
 Mateusz Marzec ," CAM, LM |    2020 - 2021  ", 61 , 64 , 25 ,  €425K €1K , L , H / M , 3   , 2   , €0 ,/player/257664/mateusz-marzec," 178cm | 5'10"" ", Lean (70kg | 154lbs) ,Podbeskidzie Bielsko-Biała,Poland
 Rafał Strączek , GK |    2017 - 2022  , 61 , 69 , 21 ,  €650K €500 , R , M / M , 1   , 2   , €0 ,/player/257669/rafal-straczek," 190cm | 6'2"" ", High & Average+ (77kg | 170lbs) ,Stal Mielec,Poland
 Zahid Muñoz , CM |    2021 - 2021  , 61 , 73 , 19 ,  €775K €4.1K , R , H / M , 2   , 3   , €1.6M ,/player/257707/zahid-munoz," 175cm | 5'8"" ", Average (68kg | 150lbs) ,Guadalajara,Mexico
 George Micle , GK |    2019 - 2022  , 61 , 71 , 18 ,  €600K €500 , L , M / M , 1   , 2   , €0 ,/player/257721/george-micle," 195cm | 6'4"" ", High & Average (89kg | 196lbs) ,FC Argeș,Romania
 Wojciech Szumilas ," LM, CDM |    2020 - 2022  ", 61 , 66 , 23 ,  €500K €1.1K , L , M / M , 2   , 2   , €0 ,/player/257739/wojciech-szumilas," 176cm | 5'9"" ", Lean (68kg | 150lbs) ,Wisła Płock,Poland
 Ciprian Rus , ST |    2018 - 2021  , 61 , 61 , 29 ,  €325K €1.4K , R , H / M , 2   , 3   , €510K ,/player/257797/ciprian-rus," 178cm | 5'10"" ", Average (75kg | 165lbs) ,UTA Arad,Romania
 Florin Ilie , CB |    2019 - 2022  , 61 , 62 , 28 ,  €300K €1.2K , L , M / M , 2   , 2   , €530K ,/player/257819/florin-ilie," 188cm | 6'2"" ", High & Average (83kg | 183lbs) ,UTA Arad,Romania
 James Belshaw , GK |    2017 - 2023  , 61 , 61 , 29 ,  €220K €1.5K , R , M / M , 1   , 2   , €0 ,/player/257862/james-belshaw," 191cm | 6'3"" ", High & Average (77kg | 170lbs) ,Harrogate Town,England
 Warren Burrell ," RB, LB |    2016 - 2022  ", 61 , 61 , 30 ,  €275K €1.8K , R , M / H , 2   , 4   , €0 ,/player/257873/warren-burrell," 178cm | 5'10"" ", Average (72kg | 159lbs) ,Harrogate Town,England
 Mateusz Czyżycki ," CAM, CDM |    2020 - 2022  ", 61 , 65 , 22 ,  €475K €800 , R , M / M , 2   , 3   , €0 ,/player/257887/mateusz-czyzycki," 175cm | 5'8"" ", Lean (72kg | 159lbs) ,Warta Poznań,Poland
 Óscar Contreras Ferreira , LM |    2019 - 2022  , 61 , 70 , 22 ,  €725K €1.5K , L , M / L , 3   , 3   , €1.5M ,/player/257938/oscar-contreras-ferreira," 170cm | 5'6"" ", Short & Lean (68kg | 150lbs) ,SD Ponferradina,Spain
 Luuk Wouters ," LB, CB |    2020 - 2022  ", 61 , 68 , 21 ,  €625K €900 , L , M / M , 2   , 3   , €0 ,/player/257962/luuk-wouters," 183cm | 6'0"" ", Average (78kg | 172lbs) ,RKC Waalwijk,Holland
 Florian Palmowski , GK |    2020 - 2024  , 61 , 77 , 19 ,  €750K €2K , R , M / M , 1   , 3   , €1.9M ,/player/258031/florian-palmowski," 185cm | 6'0"" ", High & Average (78kg | 172lbs) ,Hertha BSC,Germany
 Eduardo Dos Santos Haesler , GK |    2020 - 2022  , 61 , 69 , 21 ,  €650K €2.1K , R , M / M , 1   , 2   , €0 ,/player/258085/eduardo-dos-santos-haesler," 196cm | 6'5"" ", High & Average (90kg | 198lbs) ,Werder Bremen,Germany
 Million Manhoef ," LWB, LB |    2020 - 2023  ", 61 , 75 , 18 ,  €725K €850 , L , H / H , 2   , 3   , €0 ,/player/258093/million-manhoef," 170cm | 5'6"" ", Short and Balanced  (69kg | 152lbs) ,Vitesse,Holland
 Ethan Chislett , CM |    2020 - 2022  , 61 , 68 , 21 ,  €675K €1.2K , R , H / M , 3   , 3   , €1.5M ,/player/258102/ethan-chislett," 178cm | 5'10"" ", Lean (70kg | 154lbs) ,AFC Wimbledon,South Africa
 Peteiro , CB |    2019 - 2021  , 61 , 65 , 22 ,  €425K €1.2K , R , M / M , 2   , 3   , €0 ,/player/258161/peteiro," 183cm | 6'0"" ", Average (74kg | 163lbs) ,CF Fuenlabrada,Spain
 Luis Carbonell , ST |    2020 - 2023  , 61 , 77 , 17 ,  €825K €500 , R , M / M , 3   , 3   , €2.1M ,/player/258185/luis-carbonell," 169cm | 5'6"" ", Short & Lean- (67kg | 148lbs) ,Real Zaragoza,Spain
 Jaouen Hadjam ," LB, CB |    2020 - 2023  ", 61 , 76 , 17 ,  €725K €500 , L , M / M , 3   , 3   , €0 ,/player/258230/jaouen-hadjam," 184cm | 6'0"" ", Average (83kg | 183lbs) ,Paris FC,France
 Johannes Naschberger ," CM, CDM, RM |    2020 - 2024  ", 61 , 70 , 20 ,  €725K €1.6K , R , M / M , 2   , 3   , €0 ,/player/258273/johannes-naschberger," 173cm | 5'8"" ", Lean (70kg | 154lbs) ,WSG Tirol,Austria
 Juan Ignacio Pacchini , CDM |    2020 - 2022  , 61 , 75 , 20 ,  €750K €2K , R , M / H , 2   , 3   , €0 ,/player/258283/juan-ignacio-pacchini," 166cm | 5'5"" ", Short & Lean- (67kg | 148lbs) ,Independiente,Argentina
 Ismail El Harchi , ST |    2020 - 2021  , 61 , 68 , 21 ,  €675K €1.3K , R , M / L , 2   , 2   , €0 ,/player/258338/ismail-el-harchi," 189cm | 6'2"" ", High & Average+ (78kg | 172lbs) ,FC Cartagena,Morocco
 Uri ," CB, RB, CDM |    2019 - 2023  ", 61 , 69 , 20 ,  €675K €1.1K , R , M / M , 2   , 3   , €1.3M ,/player/258341/uri," 189cm | 6'2"" ", High & Average (80kg | 176lbs) ,FC Cartagena,Spain
 Elias K. Hagen , CM |    2020 - 2023  , 61 , 73 , 20 ,  €775K €800 , R , M / M , 2   , 2   , €0 ,/player/258355/elias-k.-hagen," 188cm | 6'2"" ", High & Average+ (70kg | 154lbs) ,FK Bodø/Glimt,Norway
 Tony Njiké ," CDM, CM |    2020 - 2023  ", 61 , 68 , 22 ,  €625K €1K , R , M / H , 2   , 3   , €0 ,/player/258394/tony-njike," 178cm | 5'10"" ", Average (75kg | 165lbs) ,AC Ajaccio,France
 Emanuel Emegha , ST |    2020 - 2024  , 61 , 75 , 17 ,  €750K €500 , R , M / M , 2   , 3   , €0 ,/player/258437/emanuel-emegha," 195cm | 6'4"" ", High & Average+ (63kg | 139lbs) ,Sparta Rotterdam,Holland
 Brandon Sartiaguin , CB |    2020 - 2021  , 61 , 70 , 20 ,  €675K €2.4K , R , L / H , 2   , 2   , €0 ,/player/258447/brandon-sartiaguin," 181cm | 5'11"" ", Average (79kg | 174lbs) ,Toluca,Mexico
 Rémy Vita ," LWB, LB |    2020 - 2023  ", 61 , 77 , 19 ,  €825K €800 , L , H / M , 2   , 2   , €1.9M ,/player/258468/remy-vita," 170cm | 5'6"" ", Short & Lean (66kg | 146lbs) ,Bayern München II,France
 Gabriel Pereira , GK |    2020 - 2024  , 61 , 76 , 18 ,  €675K €700 , R , M / M , 1   , 3   , €0 ,/player/258480/gabriel-pereira," 195cm | 6'4"" ", High & Average (80kg | 176lbs) ,Lazio,Brazil
 Jamal Amofa , CB |    2020 - 2022  , 61 , 71 , 21 ,  €700K €1.1K , R , M / M , 2   , 3   , €0 ,/player/258549/jamal-amofa," 188cm | 6'2"" ", High & Average (82kg | 181lbs) ,ADO Den Haag,Holland
 Martin Sus ," RWB, RB |    2020 - 2022  ", 61 , 61 , 30 ,  €275K €850 , R , H / M , 3   , 3   , €440K ,/player/258645/martin-sus," 181cm | 5'11"" ", Average (72kg | 159lbs) ,Stal Mielec,Czech Republic
 Quindimil ," CB, CDM |    2019 - 2021  ", 61 , 70 , 20 ,  €675K €1.1K , R , M / M , 2   , 2   , €1.3M ,/player/258744/quindimil," 186cm | 6'1"" ", High & Average (86kg | 190lbs) ,CD Lugo,Spain
 Javier Izquierdo , GK |    2020 - 2022  , 61 , 76 , 19 ,  €675K €600 , R , M / M , 1   , 2   , €1.7M ,/player/258767/javier-izquierdo," 181cm | 5'11"" ", Lean (76kg | 168lbs) ,Real Sporting de Gijón,Spain
 Guito , LB |    2020 - 2021  , 61 , 69 , 22 ,  €700K €1.5K , L , M / M , 3   , 2   , €1.4M ,/player/258811/guito," 174cm | 5'8"" ", Average (70kg | 154lbs) ,AD Alcorcón,Spain
 Andy Pembélé , RW |    2020 - 2022  , 61 , 73 , 20 ,  €800K €1.5K , R , M / M , 3   , 3   , €0 ,/player/258843/andy-pembele," 180cm | 5'10"" ", Lean (70kg | 154lbs) ,Paris FC,France
 Vassilis Sourlis ," CM, CAM, RM |    2019 - 2024  ", 61 , 79 , 17 ,  €825K €650 , R , M / M , 2   , 3   , €0 ,/player/258866/vassilis-sourlis," 184cm | 6'0"" ", Average (74kg | 163lbs) ,Olympiacos,Greece
 Keigo Tsunemoto ," RB, CB |    2021 - 2022  ", 61 , 66 , 21 ,  €475K €1.2K , R , M / M , 2   , 3   , €0 ,/player/258880/keigo-tsunemoto," 173cm | 5'8"" ", Average (64kg | 141lbs) ,Kashima Antlers,Japan
 Dominik Marx , CDM |    2021 - 2023  , 61 , 73 , 20 ,  €750K €4.3K , R , M / H , 2   , 4   , €0 ,/player/258894/dominik-marx," 175cm | 5'8"" ", Lean (67kg | 148lbs) ,VfL Wolfsburg,Germany
 Moises Mosquera , CDM |    2019 - 2024  , 61 , 73 , 19 ,  €725K €900 , R , M / M , 2   , 3   , €0 ,/player/258919/moises-mosquera," 187cm | 6'1"" ", High & Average+ (79kg | 174lbs) ,Marítimo,Colombia
 Andrea Cambiaso ," RM, LM, LB |    2020 - 2021  ", 61 , 73 , 20 ,  €800K €2.9K , L , H / M , 2   , 4   , €0 ,/player/258966/andrea-cambiaso," 181cm | 5'11"" ", Average (72kg | 159lbs) ,Empoli,Italy
 Dejan Radonjic , ST |    2020 - 2022  , 61 , 61 , 29 ,  €325K €3.1K , R , M / L , 3   , 3   , €0 ,/player/258988/dejan-radonjic," 190cm | 6'2"" ", High & Average+ (83kg | 183lbs) ,Qingdao FC,Croatia
 Tiago Morais , ST |    2020 - 2023  , 61 , 82 , 16 ,  €1000K €500 , R , H / M , 2   , 5   , €0 ,/player/259054/tiago-morais," 174cm | 5'8"" ", Average (60kg | 132lbs) ,Boavista,Portugal
 Jamie Lawrence , CB |    2020 - 2024  , 61 , 78 , 17 ,  €775K €500 , R , M / M , 2   , 3   , €0 ,/player/259082/jamie-lawrence," 200cm | 6'6"" ", High & Average+ (84kg | 185lbs) ,Bayern München II,Germany
 Saïdou Sow , CB |    2020 - 2026  , 61 , 77 , 18 ,  €775K €1.3K , R , M / H , 2   , 3   , €0 ,/player/259119/saidou-sow," 185cm | 6'0"" ", High & Average (75kg | 165lbs) ,AS Saint-Étienne,Guinea
 Doğukan Özkan , GK |    2020 - 2025  , 61 , 70 , 20 ,  €625K €1.5K , R , M / M , 1   , 3   , €1.6M ,/player/259153/dogukan-ozkan," 185cm | 6'0"" ", High & Average+ (75kg | 165lbs) ,Antalyaspor,Turkey
 Justin Che ," CB, RB |    2020 - 2023  ", 61 , 81 , 16 ,  €850K €500 , R , H / H , 2   , 2   , €0 ,/player/259159/justin-che," 185cm | 6'0"" ", High & Average (75kg | 165lbs) ,FC Dallas,United States
 Etienne Green , GK |    2019 - 2025  , 61 , 77 , 19 ,  €750K €1.5K , R , M / M , 1   , 3   , €2.3M ,/player/259166/etienne-green," 190cm | 6'2"" ", High & Average+ (80kg | 176lbs) ,AS Saint-Étienne,France
 Asier Córdoba , LW |    2020 - 2023  , 61 , 75 , 20 ,  €800K €4K , L , M / M , 3   , 3   , €0 ,/player/259178/asier-cordoba," 184cm | 6'0"" ", Average (75kg | 165lbs) ,CA Osasuna,Spain
 Sambou Sissoko , CDM |    2020 - 2022  , 61 , 72 , 20 ,  €675K €1.7K , R , M / M , 2   , 2   , €0 ,/player/259193/sambou-sissoko," 181cm | 5'11"" ", Average (73kg | 161lbs) ,Kortrijk,Mali
 Endri Çekiçi ," LM, CAM, CM |    2020 - 2022  ", 61 , 66 , 23 ,  €500K €3.8K , L , M / L , 2   , 4   , €1.2M ,/player/259204/endri-cekici," 178cm | 5'10"" ", Average (69kg | 152lbs) ,MKE Ankaragücü,Albania
 Sturla Ottesen , RB |    2020 - 2023  , 61 , 75 , 19 ,  €750K €500 , R , M / M , 2   , 2   , €0 ,/player/259212/sturla-ottesen," 180cm | 5'10"" ", Average (75kg | 165lbs) ,Stabæk Fotball,Norway
 Lee Kyung Tae , GK |    2017 - 2023  , 61 , 63 , 25 ,  €325K €1.6K , R , M / M , 1   , 2   , €0 ,/player/259255/lee-kyung-tae," 191cm | 6'3"" ", High & Average (81kg | 179lbs) ,Kawasaki Frontale,Korea Republic
 Gillian Jurcher , ST |    2020 - 2022  , 61 , 68 , 23 ,  €675K €850 , R , M / M , 2   , 2   , €0 ,/player/259264/gillian-jurcher," 175cm | 5'8"" ", Stocky (73kg | 161lbs) ,SV Waldhof Mannheim,Germany
 Galego ," CAM, CM |    2020 - 2024  ", 61 , 68 , 23 ,  €650K €2.1K , L , H / M , 3   , 3   , €1.7M ,/player/259325/galego," 176cm | 5'9"" ", Average (71kg | 157lbs) ,Moreirense,Brazil
 Daniel Pavlev , RB |    2019 - 2024  , 61 , 70 , 19 ,  €675K €1.7K , R , H / M , 2   , 3   , €0 ,/player/259376/daniel-pavlev," 179cm | 5'10"" ", Average (70kg | 154lbs) ,Chievo Verona,Slovenia
 Moise Sakava , CAM |    2019 - 2024  , 61 , 76 , 19 ,  €775K €2.4K , R , M / M , 2   , 3   , €0 ,/player/259407/moise-sakava," 169cm | 5'6"" ", Short & Lean- (61kg | 134lbs) ,Stade de Reims,Cameroon
 Álvaro Campuzano , CDM |    2020 - 2024  , 61 , 64 , 25 ,  €400K €3.8K , R , M / M , 2   , 3   , €0 ,/player/259410/alvaro-campuzano," 186cm | 6'1"" ", High & Average+ (85kg | 187lbs) ,Libertad,Paraguay
 Takuhiro Nakai , CAM |    2020 - 2022  , 61 , 84 , 16 ,  €1000K €2.4K , R , M / M , 4   , 4   , €3.7M ,/player/259419/takuhiro-nakai," 178cm | 5'10"" ", Average (62kg | 137lbs) ,Real Madrid,Japan
 Nicolás Castro ," CAM, LW |    2019 - 2022  ", 61 , 75 , 19 ,  €775K €1.5K , R , M / M , 2   , 3   , €0 ,/player/259504/nicolas-castro," 186cm | 6'1"" ", High & Average (76kg | 168lbs) ,Newell's Old Boys,Argentina
 David Argüelles , LB |    2020 - 2022  , 61 , 74 , 18 ,  €725K €500 , L , H / M , 2   , 2   , €1.8M ,/player/259528/david-arguelles," 175cm | 5'8"" ", Average (71kg | 157lbs) ,Real Sporting de Gijón,Spain
 Arratia , CM |    2019 - 2022  , 61 , 73 , 20 ,  €775K €1.1K , R , M / M , 2   , 3   , €1.6M ,/player/259531/arratia," 185cm | 6'0"" ", High & Average+ (76kg | 168lbs) ,Rayo Vallecano,Spain
 Mustapha Sangaré , ST |    2020 - 2023  , 61 , 69 , 21 ,  €750K €1K , R , H / M , 2   , 3   , €0 ,/player/259534/mustapha-sangare," 195cm | 6'4"" ", High & Stocky (80kg | 176lbs) ,Amiens SC,France
 Des Kunst ," ST, LW |    2021 - 2021  ", 61 , 70 , 20 ,  €725K €550 , R , M / M , 2   , 3   , €0 ,/player/259620/des-kunst," 190cm | 6'2"" ", High & Average (82kg | 181lbs) ,Varbergs BoIS,Holland
 Yusuf Barasi , ST |    2020 - 2022  , 61 , 76 , 17 ,  €750K €500 , R , H / M , 2   , 4   , €0 ,/player/259621/yusuf-barasi," 182cm | 5'11"" ", Lean (74kg | 163lbs) ,AZ,Turkey
 Héctor Espínola , GK |    2018 - 2021  , 61 , 61 , 28 ,  €230K €2.3K , R , M / M , 1   , 1   , €0 ,/player/259695/hector-espinola," 182cm | 5'11"" ", Average (85kg | 187lbs) ,Guaireña FC,Paraguay
 Dylan Perera ," CAM, ST |    2019 - 2025  ", 61 , 81 , 17 ,  €900K €500 , L , M / M , 4   , 3   , €0 ,/player/259739/dylan-perera," 173cm | 5'8"" ", Lean (64kg | 141lbs) ,CD Tenerife,Spain
 Igor Matanović , ST |    2020 - 2023  , 61 , 80 , 17 ,  €825K €700 , R , M / L , 2   , 3   , €0 ,/player/259750/igor-matanovic," 194cm | 6'4"" ", High & Average (90kg | 198lbs) ,FC St. Pauli,Germany
 Félix Alonso ," CM, CDM |    2020 - 2023  ", 61 , 75 , 19 ,  €775K €1.1K , R , M / M , 2   , 3   , €0 ,/player/259758/felix-alonso," 185cm | 6'0"" ", High & Average+ (76kg | 168lbs) ,CD Tenerife,Spain
 Pedro Díaz , GK |    2015 - 2021  , 61 , 66 , 22 ,  €400K €1.8K , R , M / M , 1   , 3   , €0 ,/player/259780/pedro-diaz," 181cm | 5'11"" ", Average (78kg | 172lbs) ,Carlos A. Mannucci,Peru
 Lucas Esquivel , LB |    2020 - 2022  , 61 , 70 , 18 ,  €650K €650 , L , M / M , 2   , 2   , €1.3M ,/player/259787/lucas-esquivel," 175cm | 5'8"" ", Average (75kg | 165lbs) ,Unión de Santa Fe,Argentina
 Esteban Obregón ," RM, CAM |    2020 - 2023  ", 61 , 79 , 18 ,  €825K €1K , R , M / M , 2   , 3   , €2M ,/player/259810/esteban-obregon," 177cm | 5'9"" ", Lean (69kg | 152lbs) ,Estudiantes de La Plata,Argentina
